Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12;Factor_13;Factor_14;Factor_15;Factor_16;Factor_17;Factor_18;Factor_19;Factor_20;Factor_21;Factor_22;Factor_23;Factor_24;Factor_25;Factor_26;Factor_27;Factor_28;Factor_29;Factor_30;Factor_31;Factor_32;Factor_33;Factor_34;Factor_35;Factor_36;Factor_37;Factor_38;Factor_39;Factor_40;Factor_41;Factor_42;Factor_43;Factor_44;Factor_45;Factor_46;Factor_47;Factor_48;Factor_49;Factor_50;Factor_51;Factor_52;Factor_53;Factor_54;Factor_55;Factor_56;Factor_57;Factor_58;Factor_59;Factor_60;Factor_61;Factor_62;Factor_63;Factor_64;Factor_65;Factor_66;Factor_67;Factor_68;Factor_69;Factor_70;Factor_71;Factor_72;Factor_73;Factor_74;Factor_75;STATUS
0.576923;0.401575;0.615385;186031;9;1.454545;10453.68182;298894;47211;9;0.692308;48;7;10;28;51;1;0.9;39;0.461538;0.615385;0.888889;0.888889;0.692308;8;0.769231;15502.58333;13;0.8;9;0.9;390709;7;0.590909;1.611111;13;8497.842105;12;11;15;77644;6;5.75;0.444444;15027.26923;2.25;32;1.961538;11;6;30700;0.388889;160728;0;3;0.23019;0.75;0.27451;8;0.681818;0.115385;0.229148;77644;0.269231;34250;1;0;0.076923;9;0.015748;1;0;1;0;1;1
0.5;0.666667;1;11984;1;0;0;10901;11984;1;1;10;8;1;10;44;1;1;11;0.5;1;1;1;1;1;1;11984;944;1;10;1;32066;8;0;34;1;0;1;34;1;10901;10;34;0;16033;10;0;22;10;0;11984;0;32066;0;1;0;1;0;0;0;0.5;0;90000;0;10901;0;0;0.5;1248;0.151515;0;0;0;0;0;0
0.785714;0.753623;0.785714;88216;7;2.6;6725.5;121720;26766;7;0.777778;52;6;7;42;52;1;1;52;0.642857;0.777778;1;1;0.777778;7;0.777778;9801.777778;23;1;29;1;133656;6;0.7;2.777778;9;3069;9;10;11;26345;10;5;0.666667;9546.857143;7.25;26;3.714286;10;8;36588;0.444444;66401;0;4;0.269153;0.5;0.227273;6;0.6;0;0.727924;48564;0.214286;29872;3;0;0;9;0.014493;1;0;3;0;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.153846;0;1;0;0;1000;0;0;0;0;0;64;0;0;0;0;0;0;1
0.625;0.234783;0.75;29382;0;0;0;25542;18211;0;0;25;398;0;14;27;0;0;14;0.25;0;0;0;0;0;0;14691;565;0;19;0;111638;565;0;1;0;0;2;7;5;16014;7;2.6;0;13954.75;4.75;0;3.375;7;0;35465;0;111638;0;5;0;0.75;0;0;0;0.625;0;21299;0;18067;0;0.125;0.75;456;0.008696;0;0;0;0;0;1
0.888889;0.542373;0.888889;20045;2;1.166667;5432.5;15000;7530;3;0.333333;64;14;5;5;64;0.666667;0.4;7;0.444444;0.333333;1;0.666667;0.5;2;0.833333;5011.25;18;0.4;59;0.6;573186;18;0.833333;1;6;4009;4;28;8;4000;28;14.75;0.5;63687.33333;14.75;7;7.111111;28;2;306027;0;540591;0;3;0.013929;0.75;0;1;0.333333;0.333333;0.375655;106300;0.111111;118075;0;0;1.111111;11;0.016949;0;0;2;0;0;0
0.454545;0.067073;0.545455;35069;4;0.8;7013.8;30400;10890;4;1;9;11;4;4;11;1;1;6;0.363636;0.75;0.75;0.75;1;3;1;8767.25;0;0.75;2;1;141029;0;0.8;0.4;4;7013.8;4;5;5;8400;2;1.166667;0;12820.81818;0.666667;4;1;5;1;0;0;105960;0;1;0.330965;0;0.2;0;1;0.545455;1;36717;0.272727;32448.33333;0;0.272727;0.363636;10;0.006098;0;0;0;0;0;0
0.75;0.5;0.75;63409;2;0.909091;4000.818182;54000;19400;3;0.2;26;17;5;21;29;0.666667;0.4;27;0.6875;0.2;1;0.666667;0.3;2;0.5;5764.454545;17;0.4;8;0.6;217522;17;0.818182;0.75;10;3239.5;11;8;12;10000;5;4;0;13595.125;4;10;1.8125;8;2;98841;0;173513;0;3;0.014639;0.5;1;0;0.181818;0.125;0.196018;57214;0;73607;1;0;0;32;0.017241;0;0;0;0;0;0
0.84;0.640777;0.92;762114;8;3.071429;35073;902200;122250;9;0.666667;128;5;10;51;132;0.888889;0.8;65;0.8;0.416667;0.625;0.555556;0.75;5;0.833333;38105.7;30;0.5;87;0.9;836688;5;0.785714;3.75;12;26476.33333;20;77;21;271200;77;27;0.625;33467.52;43.5;43;5.28;77;10;102600;0.625;345666;0;10;0.233919;0.5;0.125;5;0.285714;0.08;0.508995;271200;0;150600;2;0.04;0.12;33;0.004854;0;0;1;0;0;0
0.333333;0.358333;1;0;0;0;0;0;0;0;0;12;806;0;0;43;0;0;0;0;0;0;0;0;0;0;0;806;0;20;0;53241;806;0;12;0;0;0;23;1;0;12;14.333333;1;17747;10;0;14.333333;12;0;10918;0;53241;0;0;0;0;1;0;0;1;0;7990;0;8431;0;0;0.666667;1461;0;0;0;0;0;0;1
0.9;0.705357;0.7;183384;2;6.333333;20247.66667;271933;45371;2;0.5;79;9;2;69;79;1;1;95;0.8;0.5;1;1;0.5;2;0.5;22923;9;1;77;1;279588;9;0.666667;6.333333;4;0;8;19;9;137917;19;10;0.666667;27958.8;11;19;7.9;19;11;96204;0.666667;218845;0;7;0;0.714286;1;2;0;0.1;0;137917;0;49236.14286;2;0;0;257;0.125;0;0;0;0;0;0
1;1;1;289852;0;0;0;193900;287102;0;0;31;424;0;31;31;0;0;31;1;0;0;0;0;0;0;144926;725;0;30;0;289852;0;0;0;0;0;2;30;2;191400;30;0;0;144926;30;0;15.5;30;0;287102;0;289852;0;2;0;1;0;0;0;0;0;0;0;191400;0;0;0;428;0.032258;0;0;0;0;0;0
0.2;0.028169;0.4;0;0;0;0;0;0;0;0;1;893;0;0;2;0;0;0;0;0;0;0;0;0;0;0;893;0;0;0;4300;3462;0;0.333333;0;0;0;1;1;0;0;0.4;0;860;0;0;0.4;1;0;2000;0;4300;0;1;0;0;1;0;0;1;0;17291;0;7590;0;0.4;0.8;603;0.014085;0;0;0;0;0;1
0.907216;0.434028;0.938144;962970;5;0.777778;9857.555556;808241;33747;6;0.294118;228;13;10;211;250;0.833333;0.5;343;0.886598;0.117647;0.4;0.333333;0.352941;2;0.588235;11197.32558;1040;0.2;79;0.6;1515049;47;0.777778;2.833333;17;10575.90909;86;33;88;32969;16;4.875;0.166667;15619.06186;6.583333;14;2.57732;33;1;340453;0;1337613;0;75;0.052491;0.75;0.666667;0;0.388889;0.072165;0.603533;50000;0.020619;59769.75;0;0.051546;0.072165;13;0.001736;0;0;1;0;0;0
0.75;0.585714;1;63166;0;0;0;53818;53101;0;0;40;672;0;23;41;0;0;25;0.5;0;0;0;0;0;0;31583;1457;0;40;0;140084;672;0;1;0;0;2;18;3;44248;18;9;0;35021;13.333333;0;10.25;18;0;71238;0;140084;0;3;0;1;0;0;0;0.5;0;0;0;36676;0;0.25;0.25;918;0.071429;0;0;0;0;0;0
0.761905;0.697674;0.952381;1488104;7;1.625;7907.125;1331955;569552;8;0.777778;126;18;8;99;150;0.875;0.875;140;0.714286;0.222222;0.285714;0.25;0.888889;2;0.888889;99206.93333;28;0.25;138;1;2498398;18;0.625;4;9;11051.2;15;27;16;509647;27;10.2;0.285714;118971.3333;9.857143;13;7.142857;27;3;807895;0.285714;2435141;2500;11;0.014067;0.785714;0.045455;2;0.5;0.142857;0.619951;601800;0;186172.5;0;0.047619;0.095238;32;0.004651;0;0;4;0;0;0
1;0.5;1;997;1;1;997;11486;997;1;1;1;25;1;1;1;1;1;2;1;1;1;1;1;1;1;997;25;1;1;1;997;25;1;1;1;997;1;1;1;11486;1;0;1;997;1;1;1;1;1;997;1;0;997;0;0;0;0;1;1;0;1;11486;0;11486;0;0;0;54;0;0;0;0;0;0;0
1;0.116279;1;1265;1;2;1265;16638;1265;1;1;5;7;1;2;5;1;1;2;0.333333;1;1;1;1;1;1;1265;1456;1;1;1;340027;7;1;2;1;1265;1;2;3;16638;1;1.5;1;113342.3333;1;2;1.666667;2;2;176412;1;338762;1265;2;0.003734;1;0.5;1;1;0.666667;1;16638;0;150000;0;0;0.666667;22;0.023256;0;0;0;0;0;0
0.25;0.043478;0.5;3229;1;1;3229;3150;3229;1;1;1;6;1;1;4;1;1;1;0.25;1;1;1;1;1;1;3229;6;1;2;1;3585;395;1;1;1;3229;1;2;1;3150;1;1.5;0;896.25;1;1;1;1;1;3229;0;356;3229;0;9.070225;0.5;1;0;1;0.5;1;107500;0.25;55325;0;0.5;0.75;11;0.01087;0;0;0;0;0;0
1;0.790698;1;32481;1;0;0;0;32481;1;1;34;31;1;17;34;1;1;20;0.333333;0;0;0;1;0;1;32481;31;0;17;1;179992;31;0;9;1;0;1;17;3;0;9;8.5;1;59997.33333;8.5;0;11.333333;17;0;103890;0;179992;0;2;0;0.5;0;0;0;0.666667;0;65560;0;78540;1;0;0;396;0.186047;0;0;0;0;0;0
0.714286;0.383065;0.857143;455264;1;1;152;218999;250054;1;0.5;174;31;1;53;190;1;1;147;0.333333;0;0;0;0.5;0;0.5;65037.71429;500;0;66;1;2324014;31;1;3.2;2;152;7;47;15;150000;19;11.416667;0.4;110667.3333;6.6;1;9.047619;47;1;175845;0.4;2323862;152;13;0.000065;0.8;0.111111;1;1;0.571429;1;150000;0;65562.1;3;0.095238;0.857143;37;0.006048;0;0;0;0;0;0
1;0.824324;1;37921;0;0;0;29364;37921;0;0;61;146;1;19;61;0;0;19;0.333333;0;0;0;0;0;1;37921;146;0;28;0;96137;546;0;33;1;0;1;33;3;29364;19;21;1;32045.66667;14;0;20.333333;33;0;37921;0;96137;0;2;0;1;0;0;0;0.666667;0;10000;0;30432;0;0;0;449;0.121622;0;0;0;0;0;0
0;0.03125;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.235294;0;0;1;0;0;0;0;0;0;1;4236;0;0;0;0;0;0;0
1;0.5;0;0;0;1;0;719324;0;0;0;1;0;0;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;719324;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0.642857;1;1;0;0;719324;0;0;0;0;0;27;0;0;0;0;0;0;1
0.666667;0.808989;0.833333;29132;2;0;0;26047;15557;3;0.666667;55;26;3;19;72;0.666667;0.666667;21;0.333333;0.333333;0.5;0.333333;1;1;1;14566;26;0.333333;51;1;187118;26;0;12.666667;3;0;2;21;4;14713;17;17.666667;0.333333;31186.33333;10.2;0;12;21;0;81934;0;187118;0;3;0;0.6;0.333333;0;1;0.5;0;116340;0;38385.8;0;0;0;25;0.134831;0;0;0;0;0;0
1;0.975904;1;419917;1;0;0;94000;419917;1;1;81;17;1;81;81;1;1;83;1;1;1;1;1;1;1;419917;0;1;0;1;419917;17;0;81;1;0;1;81;1;94000;0;0;1;419917;0;0;81;81;0;0;1;419917;0;0;0;0;0;0;0;0;0;94000;0;0;1;0;0;2503;0;0;0;0;0;0;0
0.75;0.15534;1;0;0;0;0;0;0;0;0;16;2234;0;0;16;0;0;0;0;0;0;0;0;0;0;0;2234;0;3;0;608939;0;0;0;0;0;0;13;3;0;2;4;0;152234.75;1;0;4;13;0;245799;0;608939;0;3;0;0.666667;0.833333;0;0;1;0;0;0;183063.3333;0;0.25;1.75;3587;0.019417;0;0;0;0;0;1
1;0.550633;0.833333;106718;0;0;0;101547;90501;0;0;87;2382;0;28;87;0;0;62;0.5;0;0;0;0;0;0;35572.66667;2382;0;57;0;1859587;2838;0;38;0;0;3;38;6;85491;38;19.666667;1;309931.1667;19;0;14.5;38;0;1523334;0;1859587;0;5;0;0.666667;1;0;0;0.5;0;142000;0;329830.3333;1;0;1.5;3412;0.082278;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;1;0;0;1150;0;1150;0;0;0;38;0;0;0;0;0;0;0
0.142857;0.567797;0.714286;0;1;6;74389;0;0;1;1;35;42;1;0;67;1;1;0;0;0;0;0;1;0;1;0;42;0;67;1;686451;42;0;3;1;0;0;35;1;0;35;13.4;0;98064.42857;13.4;6;9.571429;35;0;259969;0;612062;0;5;0;0.8;0;0;0;0.571429;0;400000;0;176199.8;0;0;0.142857;315;0.016949;0;0;2;0;0;0
1;0.882353;1;0;0;0;0;0;0;0;0;30;142;1;0;30;0;0;0;0;0;0;0;0;0;1;0;142;0;30;0;70469;142;0;30;1;0;0;30;1;0;30;30;1;70469;30;0;30;30;0;70469;0;70469;0;0;0;0;0;0;0;1;0;72184;0;72184;0;0;0;1137;0;0;0;0;0;0;0
0.833333;0.537931;0.958333;591040;8;1.875;18636.75;787873;141077;8;0.8;150;6;9;38;156;1;0.888889;97;0.416667;0.6;0.75;0.75;0.8;6;0.9;59104;6;0.666667;122;0.888889;1763029;6;0.5;3;10;18636.75;10;23;20;341463;23;9.076923;0.555556;73459.54167;7.625;15;6.5;23;3;166792;0.555556;1613935;0;15;0.068344;0.75;0.157895;4;0.75;0.416667;0.739815;341463;0.041667;99423.75;3;0;0.25;10;0.010345;4;13;4;0;4;0
1;0.840909;0.6;48301;0;0;0;39652;34836;0;0;37;334;0;19;37;0;0;19;0.4;0;0;0;0;0;0;24150.5;1340;0;29;0;75878;334;0;4;2;0;2;11;5;28972;11;6;1;15175.6;9.666667;0;7.4;11;0;34836;0;75878;0;3;0;1;1;0;0;0.6;0;25000;0;20231.66667;0;0;0;485;0.227273;0;0;0;0;0;1
1;0.875;1;259382;3;7;86460.66667;309185;224204;3;1;21;6;3;21;21;1;1;24;1;1;1;1;1;3;1;86460.66667;6;1;12;1;259382;6;1;7;3;22668;3;9;3;277000;9;0;1;86460.66667;6;21;7;9;9;22668;1;0;22668;0;0;0;0.428571;3;0;0;0;277000;0;145592.5;1;0;0;92;0;0;0;0;0;0;0
0.736842;0.741036;0.894737;260830;4;0.6;5274.4;143886;101619;6;0.571429;178;14;6;112;186;0.666667;0.666667;121;0.526316;0.571429;1;0.666667;0.857143;4;0.857143;26083;14;0.666667;120;1;675734;22;0.6;10.166667;7;5518;10;36;14;50000;34;9.25;0.5;35564.94737;8.571429;3;9.789474;36;1;114403;0.166667;649362;0;10;0.024393;0.785714;0.272727;0;0.6;0.368421;0.717651;130000;0.052632;31496.35714;2;0.052632;0.157895;14;0.003984;0;0;1;0;0;0
0;0.067568;0.5;0;0;0;0;0;0;0;0;0;1329;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1329;0;5;0;3616;1329;0;2.5;0;0;0;5;0;0;5;2.5;0;1808;2.5;0;2.5;0;0;3616;0;3616;0;0;0;0;0;0;0;1;0;30000;0;19302;0;1;1;1371;0;0;0;0;0;0;1
0.4;0.518519;0.7;26288;3;1.4;13184.1;28000;12560;6;0.428571;14;16;7;5;14;0.5;0.428571;8;0.3;0.285714;0.666667;0.333333;0.857143;2;1;8762.666667;27;0.285714;9;0.857143;131841;16;0.4;2.4;7;8835;3;9;4;12000;9;9;0.4;13184.1;9;14;1.4;9;9;61161;0.2;0;0;0;0;0;0.4;2;0.6;0;0.82807;143579;0;143579;1;0;0;44;0;0;0;1;0;0;0
1;0.9;1;5051;0;0;0;4070;5051;0;0;9;2354;0;9;9;0;0;10;1;0;0;0;0;0;0;5051;2354;0;9;0;5051;0;0;0;0;0;1;9;1;4070;9;0;0;5051;9;0;9;9;0;5051;0;5051;0;1;0;1;0;0;0;0;0;0;0;4070;0;0;0;2616;0.9;0;0;0;0;0;1
0;0.027778;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;2;0;0;2;2;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;51650;0;51650;0;0;1;2156;0;0;0;0;0;0;0
0.571429;0.244681;0.714286;84916;0;0;0;72900;84916;0;0;40;1439;0;19;46;0;0;19;0.142857;0;0;0;0;0;0;84916;1439;0;42;0;307673;0;0;0;0;0;1;19;4;72900;19;4.5;0;43953.28571;7;0;6.571429;19;0;89946;0;307673;0;4;0;0.666667;1;0;0;0.857143;0;21096;0;59807.83333;0;0.142857;0.857143;1069;0.101064;0;0;0;0;0;1
0.5;0.5;0.5;7338;0;0;0;5700;6298;0;0;2;391;0;2;2;0;0;2;0.5;0;0;0;0;0;0;3669;0;0;0;0;7338;0;0;0;0;0;2;1;2;4700;0;0;0;1834.5;0;0;0.5;1;0;0;0;7338;0;2;0;0;0;0;0;0;0;3000;0;0;0;0;0;354;0.25;0;0;0;0;0;1
0.6;0.545455;0.6;21753;3;1.2;4350.6;331360;8828;3;1;6;7;3;6;6;1;1;8;0.6;0.666667;0.666667;0.666667;1;2;1;7251;0;0.666667;0;1;21753;7;0.6;1.2;3;4350.6;3;3;3;150000;0;0;0.6;4350.6;0;6;1.2;3;3;0;0.6;0;0;0;0;0;0.214286;3;1;0;1;150000;0;11029;3;0;0;28;0;0;0;0;0;0;1
0.375;0.13522;0.625;35000;1;0;0;0;35000;1;1;7;6;1;2;43;1;1;2;0.125;1;1;1;1;1;1;35000;1353;1;5;1;1851581;6;0;1.75;1;0;1;31;3;0;3;5.857143;0.25;231447.625;1.25;0;5.375;3;0;6103;0.25;1851581;0;3;0;0.25;0.6;0;0;0.875;0;1000000;0;68856.75;1;0;0.5;572;0.097484;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;1722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3725;0;0;0;0;0;0;0;0;0;0;0;0;3725;0;0;0;0;0;0;0;3725;0;0;0;0;0.166667;0;0;1;0;0;0;0;0;0;1;2028;0;0;0;0;0;0;1
1;0.726384;0.909091;478791;4;5.5;30962.5;466622;86457;4;1;223;16;4;223;223;1;1;307;1;0.75;0.75;0.75;1;3;1;43526.45455;29;0.75;119;1;478791;16;1;14.666667;4;21975;11;47;11;140954;25;0;1;43526.45455;19.833333;22;20.272727;47;10;79900;1;354941;16000;5;0;0.666667;0;4;0;0;0;140954;0;58603.66667;4;0;0;126;0.061889;0;0;0;0;0;0
0.692308;0.445161;0.692308;144700;1;0;0;67862;144700;1;0.5;137;24;1;23;138;1;1;26;0.153846;0.5;1;1;0.5;1;0.5;72350;2215;1;10;1;400557;24;0;12.6;2;0;2;40;9;60000;6;11.5;0.6;30812.07692;1.666667;0;10.615385;40;0;51856;0.4;400557;0;5;0;0.333333;0.625;0;0.5;0.692308;0;60000;0.076923;21964;1;0.076923;1.076923;12;0.003226;0;0;1;0;0;0
0.25;0.214286;0.5;0;0;0;0;0;0;0;0;5;317;0;0;6;0;0;0;0;0;0;0;0;0;0;0;317;0;6;0;145868;0;0;0;1;0;0;5;1;0;5;3;0;36467;3;0;1.5;5;0;100263;0;145868;0;2;0;1;0;0;1;0.5;0;2000;0.25;58376;0;0.25;0.25;7;0.035714;0;0;0;0;0;0
0.8;0.570292;0.9;325497;2;0.333333;2667;207000;82800;3;0.5;212;16;4;35;215;0.666667;0.5;47;0.35;0.25;0.5;0.333333;0.75;1;1;46499.57143;1310;0.25;68;0.75;1000056;39;0.333333;10.25;4;2667;7;53;16;50000;31;16.363636;0.25;50002.8;6.8;1;10.75;53;1;94530;0;992055;0;14;0.008065;0.9;0.333333;0;1;0.55;1;115499;0.05;31821.2;0;0;0.5;16;0.002653;0;0;0;0;0;0
0.8;0.582569;1;39740;1;0;0;10000;39740;1;1;126;17;1;34;127;1;1;37;0.2;1;1;1;1;1;1;39740;2376;1;83;1;256498;17;0;34;1;0;1;51;4;10000;51;23.25;1;51299.6;27.666667;0;25.4;51;0;101477;1;256498;0;3;0;0.666667;0;0;0;0.8;0;10000;0;46391.66667;1;0;0.2;1112;0.233945;0;0;0;0;0;0
0.752066;0.511628;0.958678;775725;10;1.302326;13750.55814;602711;46050;13;0.222222;479;5;23;375;484;0.769231;0.434783;619;0.694215;0.066667;0.3;0.230769;0.288889;3;0.511111;9234.821429;5;0.130435;92;0.565217;1745357;10;0.627907;1.8;45;8319.705882;84;36;91;51000;36;3.40625;0.3;14424.43802;6.133333;56;4;36;6;95484;0.1;1154083;0;75;0.063061;0.933333;0.117647;2;0.255814;0.140496;0.514569;51000;0.008264;17037.33333;0;0.008264;0.049587;5;0.001057;4;15;8;10;4;0
0;0;1;0;0;0;0;0;0;0;0;0;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;826;0;0;0;595;826;0;0;0;0;0;0;0;0;0;0;0;595;0;0;0;0;0;595;0;595;0;0;0;0;0;0;0;1;0;59032;0;59032;0;1;1;2165;0;0;0;0;0;0;1
0.857143;0.4;0.285714;113320;1;1;9775.5;122667;58653;1;1;8;31;1;8;8;1;1;19;0.857143;0;0;0;1;0;1;18886.66667;1876;0;2;1;113320;0;0.833333;0.8;1;9775.5;6;2;6;55000;2;0;0.8;16188.57143;2;6;1.142857;2;2;54667;0.8;54667;0;1;1.072914;1;0.666667;4;0.5;0;1;6000;0;54667;1;0;0;31;0.1;0;0;0;0;0;0
0.636364;0.628571;0.727273;40900;1;0;0;32000;21000;1;1;85;24;1;6;88;1;1;8;0.363636;1;1;1;1;1;1;10225;3101;1;14;1;350128;24;0;22;1;0;4;66;7;15000;11;16.4;0.333333;31829.81818;4.666667;0;8;66;0;55021;0;350128;0;7;0;0.666667;0.6;0;1;0.454545;0;26000;0.181818;42345.33333;0;0.090909;0.090909;2;0.014286;0;0;0;0;0;1
0.5;0.036364;1;0;0;0;0;0;0;0;0;1;1395;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92375;1395;0;3;0;0;0;3;1;0;0;2;0;46187.5;0;0;2;1;0;0;0;92375;0;1;0;0;0;0;0;1;0;20000;0;0;0;0.5;0.5;1553;0.009091;0;0;0;0;0;1
0.833333;0.226804;0.833333;47090;1;0.5;2500;47500;10880;1;1;22;32;1;8;22;1;1;14;0.666667;0;0;0;1;0;1;5886.25;1309;0;14;1;133077;32;0.5;0.333333;1;2500;8;11;10;15000;11;7;0.333333;11089.75;4.666667;1;1.833333;11;1;49824;0.333333;128077;0;9;0.039039;0.666667;1;1;1;0.166667;1;105450;0;58163.33333;1;0;0.083333;46;0.010309;0;0;0;0;0;0
0.5;0.028169;0.5;0;0;1;0;0;0;0;0;1;2233;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2233;0;1;0;5010;0;0;1;0;0;0;1;1;0;1;1;0;2505;1;1;1;1;0;5010;0;5010;0;1;0;1;0;0;1;0.5;0;9000;0;3823;0;0;0.5;36;0.014085;1;2;1;0;1;0
1;0.819672;1;191801;1;0;0;117416;111973;1;0.5;100;33;2;89;100;1;0.5;109;0.875;0;0;0;0.5;0;1;27400.14286;149;0;58;0.5;259609;33;0;42;2;0;7;42;8;51000;13;11;1;32451.125;8.285714;0;12.5;42;0;67808;1;259609;0;7;0;1;0;0;0;0.125;0;51000;0;17476.57143;1;0;0;453;0.081967;0;0;0;0;0;0
0.823529;0.468531;1;178334;1;10;12680;209249;36037;1;1;196;26;1;83;201;1;1;110;0.529412;1;1;1;1;1;1;19814.88889;2413;1;136;1;581944;26;1;10;1;0;9;50;14;58000;50;14.75;1;34232;11.333333;10;11.823529;50;10;190961;1;569264;0;14;0;0.916667;0;1;0;0.470588;0;58000;0;32547.66667;4;0.176471;0.529412;309;0.025641;0;0;0;0;0;0
0.4;0.098039;0.4;200427;0;0;0;56000;200427;0;0;15;1654;0;15;15;0;0;26;0.4;0;0;0;0;0;0;100213.5;0;0;0;0;206193;2759;0;5;0;0;2;14;2;50000;0;0;0.666667;41238.6;0;0;3;14;0;0;0.666667;206193;0;0;0;0;1;0;0;0.6;0;50000;0;0;2;0.2;0.2;1982;0;0;0;0;0;0;1
1;0.472727;1;41916;0;0;0;39584;26826;0;0;26;1130;0;22;26;0;0;26;0.666667;0;0;0;0;0;0;20958;2566;0;22;0;46686;0;0;0;0;0;2;11;3;24494;11;4;0;15562;11;0;8.666667;11;0;26826;0;46686;0;3;0;1;1;0;0;0.333333;0;0;0;19792;0;0;0.333333;1358;0.072727;0;0;0;0;0;1
0.9;0.789838;1;477545;4;0.857143;13173.71429;301291;103517;4;0.444444;309;21;6;165;342;1;0.666667;174;0.6;0.222222;0.5;0.5;0.444444;2;0.666667;39795.41667;21;0.333333;176;0.666667;2301564;861;0.857143;16.5;9;13101.6;12;76;18;79709;33;25.285714;0;115078.2;17.6;6;17.1;76;1;674700;0;2209348;326;12;0.024363;0.9;0.25;0;0.571429;0.35;0.821671;500000;0.05;103908;1;0;0.3;17;0.002309;0;0;0;0;0;0
0.4;0.678571;0.6;10805;3;1;7685.5;142360;10805;3;1;3;5;3;3;19;1;1;4;0.4;1;1;1;1;3;1;5402.5;23;1;18;1;82990;5;0.5;3.8;3;7685.5;2;15;2;127360;15;8;0.4;16598;6;4;3.8;2;2;52248;0.4;52248;0;0;0.588386;0;0;2;1;0.2;1;127360;0;60777.66667;0;0;0;29;0;1;4;1;0;1;0
0.866667;0.345238;0.933333;525002;4;0.894737;15282.78947;439338;144261;6;0.222222;47;13;13;45;58;0.666667;0.307692;88;0.833333;0.111111;0.5;0.333333;0.333333;2;0.722222;21000.08;13;0.153846;51;0.461538;996075;13;0.894737;2.4;18;15409.45455;25;10;26;126884;10;4.333333;0.2;33202.5;2.318182;17;1.933333;10;1;343555;0.2;705702;0;9;0.066274;0.863636;0.5;1;0.263158;0.1;0.275923;333000;0.033333;39971.81818;0;0.066667;0.066667;5;0.005952;0;0;0;0;0;0
0.7;0.282486;0.9;342764;6;0.586207;9097.172414;219953;64043;9;0.214286;50;19;16;49;50;0.666667;0.375;148;0.675;0.178571;0.833333;0.555556;0.321429;5;0.571429;12694.96296;19;0.3125;15;0.5625;440944;19;0.586207;3.666667;28;7443.066667;27;22;28;15000;1;0.125;0.166667;11023.6;0.9375;17;1.25;22;1;17135;0.166667;177126;0;10;0.194212;0.9375;0.066667;0;0.206897;0;0.308117;15000;0;9222.8125;2;0;0.025;30;0.00565;4;7;1;6;4;0
0.5;0.131004;1;0;0;0;0;0;0;0;0;3;1332;0;0;30;0;0;0;0;0;0;0;0;0;0;0;1332;0;29;0;349966;1332;0;0;0;0;0;27;2;0;27;7.5;0;87491.5;9.666667;0;7.5;2;0;161342;0;349966;0;2;0;0.333333;0;0;0;1;0;162866;0;108910.6667;0;0.5;0.75;2030;0.008734;0;0;0;0;0;1
0.75;0.452722;0.875;693011;27;0.74359;17568.94872;518900;136050;32;0.72973;142;7;37;96;158;0.84375;0.72973;160;0.696429;0.432432;0.592593;0.5;0.864865;16;1;17769.51282;20;0.432432;12;0.864865;1903799;7;0.692308;7.357143;37;17568.94872;39;28;42;56500;12;8.857143;0.428571;33996.41071;12;29;2.821429;28;2;241127;0.285714;1218610;0;10;0.332025;0;0.184211;2;0.794872;0.089286;0.590507;741000;0.053571;741000;2;0.017857;0.053571;9;0;2;3;0;2;2;1
